,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,genre,speaker/artist,gender,corpus_type
10,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL44D.wav,WEL44D,English-NZ,1,1,1411200,44.1,32,0.4146485260770975,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL44D_MS2024.mat,adult-directed,WEL44,,speech
11,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA10B.wav,KRA10B,Polish,1,1,1940400,44.1,44,0.5631972789115647,44,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA10B_MS2024.mat,infant-directed,KRA10,F,speech
12,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM04D.wav,LIM04D,Polish,1,1,529200,44.1,12,0.2473922902494331,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM04D_MS2024.mat,adult-directed,LIM04,F,speech
13,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL23B.wav,WEL23B,English-NZ,1,1,1411200,44.1,32,0.0496598639455782,32,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL23B_MS2024.mat,infant-directed,WEL23,,speech
14,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM13B.wav,LIM13B,Polish,1,1,1940400,44.1,44,0.8807256235827664,44,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM13B_MS2024.mat,infant-directed,LIM13,F,speech
15,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES05D.wav,MES05D,Spanish,1,1,352800,44.1,8,0.0069841269841269,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES05D_MS2024.mat,adult-directed,MES05,F,speech
16,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL34D.wav,WEL34D,English-NZ,1,1,705600,44.1,16,0.1044444444444444,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL34D_MS2024.mat,adult-directed,WEL34,,speech
17,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOP15B.wav,TOP15B,Toposa,1,1,705600,44.1,16,0.2249886621315192,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOP15B_MS2024.mat,infant-directed,TOP15,F,speech
18,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD08D.wav,USD08D,English-US,1,1,1764000,44.1,40,0.0368480725623582,40,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD08D_MS2024.mat,adult-directed,USD08,F,speech
19,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN14D.wav,VAN14D,Bislama,1,1,529200,44.1,12,0.302562358276644,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN14D_MS2024.mat,adult-directed,VAN14,F,speech
20,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TSI13B.wav,TSI13B,Tsimane,1,1,1058400,44.1,24,0.8732426303854876,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TSI13B_MS2024.mat,infant-directed,TSI13,,speech
21,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA07D.wav,KRA07D,Polish,1,1,529200,44.1,12,0.3201360544217687,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA07D_MS2024.mat,adult-directed,KRA07,F,speech
22,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL53B.wav,WEL53B,English-NZ,1,1,1234800,44.1,28,0.256984126984127,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL53B_MS2024.mat,infant-directed,WEL53,F,speech
23,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR40B.wav,TOR40B,English-Canada,1,1,882000,44.1,20,0.0102267573696145,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR40B_MS2024.mat,infant-directed,TOR40,,speech
24,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA04B.wav,SPA04B,Quechua/Achuar,1,1,176400,44.1,4,0.0042857142857142,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA04B_MS2024.mat,infant-directed,SPA04,F,speech
25,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD14D.wav,USD14D,English-US,1,1,1058400,44.1,24,0.0713378684807256,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD14D_MS2024.mat,adult-directed,USD14,F,speech
26,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOP09B.wav,TOP09B,Toposa,1,1,1058400,44.1,24,0.6287301587301587,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOP09B_MS2024.mat,infant-directed,TOP09,F,speech
27,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ARA09D.wav,ARA09D,English-Creole,1,1,176400,44.1,4,0.2416326530612245,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ARA09D_MS2024.mat,adult-directed,ARA09,,speech
28,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ28B.wav,BEJ28B,Mandarin-China,1,1,176400,44.1,4,0.1546485260770975,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ28B_MS2024.mat,infant-directed,BEJ28,F,speech
29,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN08D.wav,VAN08D,Bislama,1,1,1234800,44.1,28,0.1005895691609977,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN08D_MS2024.mat,adult-directed,VAN08,F,speech
30,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN16B.wav,JEN16B,Kannada,1,1,176400,44.1,4,0.001859410430839,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN16B_MS2024.mat,infant-directed,JEN16,,speech
31,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR27D.wav,TOR27D,English-Canada,1,1,1234800,44.1,28,0.009297052154195,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR27D_MS2024.mat,adult-directed,TOR27,F,speech
32,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL28D.wav,WEL28D,English-NZ,1,1,1234800,44.1,28,0.0697732426303854,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL28D_MS2024.mat,adult-directed,WEL28,F,speech
33,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA06D.wav,NYA06D,Nyangatom,1,1,1234800,44.1,28,0.0922448979591836,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA06D_MS2024.mat,adult-directed,NYA06,F,speech
34,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE10B.wav,QUE10B,Spanish,1,1,176400,44.1,4,0.07578231292517,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE10B_MS2024.mat,infant-directed,QUE10,M,speech
35,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/HAD04B.wav,HAD04B,Hadza,1,1,882000,44.1,20,0.3087074829931973,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/HAD04B_MS2024.mat,infant-directed,HAD04,M,speech
36,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN01D.wav,JEN01D,Kannada,1,1,352800,44.1,8,0.0395691609977324,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN01D_MS2024.mat,adult-directed,JEN01,,speech
37,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR30B.wav,TOR30B,English-Canada,1,1,1058400,44.1,24,0.0247845804988662,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR30B_MS2024.mat,infant-directed,TOR30,F,speech
38,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA11B.wav,NYA11B,Nyangatom,1,1,705600,44.1,16,0.2431292517006802,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA11B_MS2024.mat,infant-directed,NYA11,F,speech
39,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE07D.wav,QUE07D,Spanish,1,1,352800,44.1,8,0.0388662131519274,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE07D_MS2024.mat,adult-directed,QUE07,F,speech
40,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/PNG03B.wav,PNG03B,Enga,1,1,705600,44.1,16,0.2841269841269841,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/PNG03B_MS2024.mat,infant-directed,PNG03,F,speech
41,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA13D.wav,SPA13D,Quechua/Achuar,1,1,705600,44.1,16,0.0053968253968253,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA13D_MS2024.mat,adult-directed,SPA13,F,speech
42,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD03B.wav,USD03B,English-US,1,1,705600,44.1,16,0.1643083900226757,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD03B_MS2024.mat,infant-directed,USD03,F,speech
43,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR15B.wav,TUR15B,Finnish/Swedish,1,1,882000,44.1,20,0.1680498866213152,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR15B_MS2024.mat,infant-directed,TUR15,,speech
44,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO10B.wav,ACO10B,Spanish,1,1,176400,44.1,4,0.228344671201814,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO10B_MS2024.mat,infant-directed,ACO10,F,speech
45,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR09D.wav,TOR09D,English-Canada,1,1,882000,44.1,20,0.0147392290249433,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR09D_MS2024.mat,adult-directed,TOR09,,speech
46,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL06D.wav,WEL06D,English-NZ,1,1,705600,44.1,16,0.0144671201814058,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL06D_MS2024.mat,adult-directed,WEL06,,speech
47,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ06B.wav,BEJ06B,Mandarin-China,1,1,352800,44.1,8,0.6542403628117914,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ06B_MS2024.mat,infant-directed,BEJ06,F,speech
48,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ11D.wav,BEJ11D,Mandarin-China,1,1,1058400,44.1,24,0.1363945578231292,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ11D_MS2024.mat,adult-directed,BEJ11,F,speech
49,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR02D.wav,TUR02D,Finnish/Swedish,1,1,352800,44.1,8,0.0181859410430839,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR02D_MS2024.mat,adult-directed,TUR02,,speech
50,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO07D.wav,ACO07D,Spanish,1,1,176400,44.1,4,0.2375963718820861,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO07D_MS2024.mat,adult-directed,ACO07,M,speech
51,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL11B.wav,WEL11B,English-NZ,1,1,1058400,44.1,24,0.1889795918367346,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL11B_MS2024.mat,infant-directed,WEL11,,speech
52,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO05B.wav,ACO05B,Spanish,1,1,352800,44.1,8,0.013219954648526,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO05B_MS2024.mat,infant-directed,ACO05,F,speech
53,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL13D.wav,WEL13D,English-NZ,1,1,1058400,44.1,24,0.3411337868480725,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL13D_MS2024.mat,adult-directed,WEL13,,speech
54,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ13B.wav,BEJ13B,Mandarin-China,1,1,176400,44.1,4,0.1196825396825396,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ13B_MS2024.mat,infant-directed,BEJ13,F,speech
55,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ04D.wav,BEJ04D,Mandarin-China,1,1,529200,44.1,12,0.529501133786848,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ04D_MS2024.mat,adult-directed,BEJ04,F,speech
56,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR17D.wav,TUR17D,Finnish/Swedish,1,1,1058400,44.1,24,0.0544217687074829,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR17D_MS2024.mat,adult-directed,TUR17,,speech
57,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL04B.wav,WEL04B,English-NZ,1,1,705600,44.1,16,0.0321995464852607,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL04B_MS2024.mat,infant-directed,WEL04,,speech
58,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA11B.wav,SPA11B,Quechua/Achuar,1,1,882000,44.1,20,0.0022448979591836,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA11B_MS2024.mat,infant-directed,SPA11,F,speech
59,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/PNG01D.wav,PNG01D,Enga,1,1,882000,44.1,20,0.5634013605442176,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/PNG01D_MS2024.mat,adult-directed,PNG01,F,speech
60,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD01D.wav,USD01D,English-US,1,1,705600,44.1,16,0.707687074829932,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD01D_MS2024.mat,adult-directed,USD01,F,speech
61,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MBE15D.wav,MBE15D,Mbendjele,1,1,1058400,44.1,24,0.7670748299319727,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MBE15D_MS2024.mat,adult-directed,MBE15,F,speech
62,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN03B.wav,JEN03B,Kannada,1,1,176400,44.1,4,0.0463945578231292,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN03B_MS2024.mat,infant-directed,JEN03,F,speech
63,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR32D.wav,TOR32D,English-Canada,1,1,2293200,44.1,52,0.0397959183673469,52,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR32D_MS2024.mat,adult-directed,TOR32,,speech
64,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE05B.WAV,QUE05B,Spanish,1,1,176400,44.1,4,0.0705442176870748,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE05B_MS2024.mat,infant-directed,QUE05,F,speech
65,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA13D.wav,NYA13D,Nyangatom,1,1,176400,44.1,4,0.0113378684807256,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA13D_MS2024.mat,adult-directed,NYA13,F,speech
66,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN14D.wav,JEN14D,Kannada,1,1,529200,44.1,12,0.5724489795918367,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN14D_MS2024.mat,adult-directed,JEN14,F,speech
67,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR25B.wav,TOR25B,English-Canada,1,1,882000,44.1,20,0.0045804988662131,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR25B_MS2024.mat,infant-directed,TOR25,,speech
68,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE12D.wav,QUE12D,Spanish,1,1,176400,44.1,4,0.0152380952380952,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE12D_MS2024.mat,adult-directed,QUE12,F,speech
69,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/HAD06D.wav,HAD06D,Hadza,1,1,1587600,44.1,36,0.0876870748299319,36,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/HAD06D_MS2024.mat,adult-directed,HAD06,F,speech
70,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA04B.wav,NYA04B,Nyangatom,1,1,882000,44.1,20,0.1351927437641723,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA04B_MS2024.mat,infant-directed,NYA04,F,speech
71,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA06D.wav,SPA06D,Quechua/Achuar,1,1,882000,44.1,20,0.006235827664399,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA06D_MS2024.mat,adult-directed,SPA06,F,speech
72,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR42D.wav,TOR42D,English-Canada,1,1,882000,44.1,20,0.0397732426303854,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR42D_MS2024.mat,adult-directed,TOR42,,speech
73,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD16B.wav,USD16B,English-US,1,1,176400,44.1,4,0.0054421768707482,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD16B_MS2024.mat,infant-directed,USD16,F,speech
74,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN16B.wav,VAN16B,Bislama,1,1,705600,44.1,16,0.1173922902494331,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN16B_MS2024.mat,infant-directed,VAN16,F,speech
75,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA05B.wav,KRA05B,Polish,1,1,882000,44.1,20,0.2124716553287982,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA05B_MS2024.mat,infant-directed,KRA05,F,speech
76,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL51D.wav,WEL51D,English-NZ,1,1,882000,44.1,20,0.0985034013605442,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL51D_MS2024.mat,adult-directed,WEL51,M,speech
77,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TSI11D.wav,TSI11D,Tsimane,1,1,1234800,44.1,28,0.8994557823129252,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TSI11D_MS2024.mat,adult-directed,TSI11,,speech
78,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM11D.wav,LIM11D,Polish,1,1,1411200,44.1,32,0.1290249433106575,32,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM11D_MS2024.mat,adult-directed,LIM11,F,speech
79,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES07B.wav,MES07B,Spanish,1,1,176400,44.1,4,0.0043537414965986,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES07B_MS2024.mat,infant-directed,MES07,F,speech
80,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL36B.wav,WEL36B,English-NZ,1,1,1058400,44.1,24,0.0089795918367346,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL36B_MS2024.mat,infant-directed,WEL36,,speech
81,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR39B.wav,TOR39B,English-Canada,1,1,882000,44.1,20,0.0054875283446712,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR39B_MS2024.mat,infant-directed,TOR39,,speech
82,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN08D.wav,JEN08D,Kannada,1,1,1058400,44.1,24,0.0347845804988662,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN08D_MS2024.mat,adult-directed,JEN08,,speech
83,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM06B.wav,LIM06B,Polish,1,1,882000,44.1,20,0.4075736961451247,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM06B_MS2024.mat,infant-directed,LIM06,F,speech
84,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES10D.wav,MES10D,Spanish,1,1,352800,44.1,8,0.0012471655328798,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES10D_MS2024.mat,adult-directed,MES10,F,speech
85,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL21D.wav,WEL21D,English-NZ,1,1,1058400,44.1,24,0.0567800453514739,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL21D_MS2024.mat,adult-directed,WEL21,,speech
86,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN01D.wav,VAN01D,Bislama,1,1,1587600,44.1,36,0.0833333333333333,36,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN01D_MS2024.mat,adult-directed,VAN01,F,speech
87,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ21B.wav,BEJ21B,Mandarin-China,1,1,529200,44.1,12,0.2381859410430839,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ21B_MS2024.mat,infant-directed,BEJ21,M,speech
