,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre,corpus_type
28,data/musicCorp/Albouy2020Science/English/English_S02_M08.wav,English_S02_M08,English,1,1,192000,48,4,0.4443125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M08_MS2024.mat,Albouy2020Science,female,classical,music
29,data/musicCorp/Albouy2020Science/English/English_S09_M07.wav,English_S09_M07,English,1,1,192000,48,4,0.1272291666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M07_MS2024.mat,Albouy2020Science,female,classical,music
30,data/musicCorp/Albouy2020Science/French/French_S06_M02.wav,French_S06_M02,French,1,1,192000,48,4,0.1729583333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M02_MS2024.mat,Albouy2020Science,female,classical,music
31,data/musicCorp/Albouy2020Science/French/French_S03_M08.wav,French_S03_M08,French,1,1,192000,48,4,0.3585833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M08_MS2024.mat,Albouy2020Science,female,classical,music
32,data/musicCorp/Albouy2020Science/French/French_S07_M07.wav,French_S07_M07,French,1,1,192000,48,4,0.2287708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M07_MS2024.mat,Albouy2020Science,female,classical,music
33,data/musicCorp/Albouy2020Science/English/English_S02_M05.wav,English_S02_M05,English,1,1,192000,48,4,0.2379375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M05_MS2024.mat,Albouy2020Science,female,classical,music
34,data/musicCorp/Albouy2020Science/English/English_S05_M08.wav,English_S05_M08,English,1,1,192000,48,4,0.1965208333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M08_MS2024.mat,Albouy2020Science,female,classical,music
35,data/musicCorp/Albouy2020Science/English/English_S10_M08.wav,English_S10_M08,English,1,1,192000,48,4,0.2350416666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M08_MS2024.mat,Albouy2020Science,female,classical,music
36,data/musicCorp/Albouy2020Science/English/English_S08_M02.wav,English_S08_M02,English,1,1,192000,48,4,0.3610625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M02_MS2024.mat,Albouy2020Science,female,classical,music
37,data/musicCorp/Albouy2020Science/English/English_S01_M07.wav,English_S01_M07,English,1,1,192000,48,4,0.1033125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M07_MS2024.mat,Albouy2020Science,female,classical,music
38,data/musicCorp/Albouy2020Science/English/English_S09_M02.wav,English_S09_M02,English,1,1,192000,48,4,0.24825,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M02_MS2024.mat,Albouy2020Science,female,classical,music
39,data/musicCorp/Albouy2020Science/French/French_S05_M05.wav,French_S05_M05,French,1,1,192000,48,4,0.3541041666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M05_MS2024.mat,Albouy2020Science,female,classical,music
40,data/musicCorp/Albouy2020Science/English/English_S01_M02.wav,English_S01_M02,English,1,1,192000,48,4,0.4083333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M02_MS2024.mat,Albouy2020Science,female,classical,music
41,data/musicCorp/Albouy2020Science/French/French_S08_M02.wav,French_S08_M02,French,1,1,192000,48,4,0.2610833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M02_MS2024.mat,Albouy2020Science,female,classical,music
42,data/musicCorp/Albouy2020Science/French/French_S01_M07.wav,French_S01_M07,French,1,1,192000,48,4,0.5031666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M07_MS2024.mat,Albouy2020Science,female,classical,music
43,data/musicCorp/Albouy2020Science/English/English_S03_M08.wav,English_S03_M08,English,1,1,192000,48,4,0.5585,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M08_MS2024.mat,Albouy2020Science,female,classical,music
44,data/musicCorp/Albouy2020Science/English/English_S06_M02.wav,English_S06_M02,English,1,1,192000,48,4,0.3562291666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M02_MS2024.mat,Albouy2020Science,female,classical,music
45,data/musicCorp/Albouy2020Science/French/French_S07_M01.wav,French_S07_M01,French,1,1,192000,48,4,0.1523333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M01_MS2024.mat,Albouy2020Science,female,classical,music
46,data/musicCorp/Albouy2020Science/French/French_S08_M10.wav,French_S08_M10,French,1,1,192000,48,4,0.2169375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M10_MS2024.mat,Albouy2020Science,female,classical,music
47,data/musicCorp/Albouy2020Science/French/French_S09_M09.wav,French_S09_M09,French,1,1,192000,48,4,0.3096666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M09_MS2024.mat,Albouy2020Science,female,classical,music
48,data/musicCorp/Albouy2020Science/English/English_S01_M01.wav,English_S01_M01,English,1,1,192000,48,4,0.238375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M01_MS2024.mat,Albouy2020Science,female,classical,music
49,data/musicCorp/Albouy2020Science/English/English_S09_M01.wav,English_S09_M01,English,1,1,192000,48,4,0.2769791666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M01_MS2024.mat,Albouy2020Science,female,classical,music
50,data/musicCorp/Albouy2020Science/English/English_S06_M10.wav,English_S06_M10,English,1,1,192000,48,4,0.19825,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M10_MS2024.mat,Albouy2020Science,female,classical,music
51,data/musicCorp/Albouy2020Science/French/French_S01_M09.wav,French_S01_M09,French,1,1,192000,48,4,0.3605208333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M09_MS2024.mat,Albouy2020Science,female,classical,music
52,data/musicCorp/Albouy2020Science/English/English_S03_M06.wav,English_S03_M06,English,1,1,192000,48,4,0.1730833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M06_MS2024.mat,Albouy2020Science,female,classical,music
53,data/musicCorp/Albouy2020Science/English/English_S07_M09.wav,English_S07_M09,English,1,1,192000,48,4,0.1628958333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M09_MS2024.mat,Albouy2020Science,female,classical,music
54,data/musicCorp/Albouy2020Science/English/English_S10_M03.wav,English_S10_M03,English,1,1,192000,48,4,0.1804375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M03_MS2024.mat,Albouy2020Science,female,classical,music
55,data/musicCorp/Albouy2020Science/French/French_S09_M04.wav,French_S09_M04,French,1,1,192000,48,4,0.3641458333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M04_MS2024.mat,Albouy2020Science,female,classical,music
56,data/musicCorp/Albouy2020Science/English/English_S06_M01.wav,English_S06_M01,English,1,1,192000,48,4,0.1729166666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M01_MS2024.mat,Albouy2020Science,female,classical,music
57,data/musicCorp/Albouy2020Science/English/English_S09_M10.wav,English_S09_M10,English,1,1,192000,48,4,0.238125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M10_MS2024.mat,Albouy2020Science,female,classical,music
58,data/musicCorp/Albouy2020Science/French/French_S03_M03.wav,French_S03_M03,French,1,1,192000,48,4,0.2999166666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M03_MS2024.mat,Albouy2020Science,female,classical,music
59,data/musicCorp/Albouy2020Science/English/English_S01_M10.wav,English_S01_M10,English,1,1,192000,48,4,0.1907708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M10_MS2024.mat,Albouy2020Science,female,classical,music
60,data/musicCorp/Albouy2020Science/French/French_S02_M06.wav,French_S02_M06,French,1,1,192000,48,4,0.2998125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S02_M06_MS2024.mat,Albouy2020Science,female,classical,music
61,data/musicCorp/Albouy2020Science/French/French_S01_M04.wav,French_S01_M04,French,1,1,192000,48,4,0.29225,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M04_MS2024.mat,Albouy2020Science,female,classical,music
62,data/musicCorp/Albouy2020Science/English/English_S04_M06.wav,English_S04_M06,English,1,1,192000,48,4,0.1782291666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M06_MS2024.mat,Albouy2020Science,female,classical,music
63,data/musicCorp/Albouy2020Science/French/French_S07_M10.wav,French_S07_M10,French,1,1,192000,48,4,0.4887708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M10_MS2024.mat,Albouy2020Science,female,classical,music
64,data/musicCorp/Albouy2020Science/English/English_S06_M04.wav,English_S06_M04,English,1,1,192000,48,4,0.2140416666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M04_MS2024.mat,Albouy2020Science,female,classical,music
65,data/musicCorp/Albouy2020Science/French/French_S03_M06.wav,French_S03_M06,French,1,1,192000,48,4,0.3757083333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M06_MS2024.mat,Albouy2020Science,female,classical,music
66,data/musicCorp/Albouy2020Science/English/English_S10_M06.wav,English_S10_M06,English,1,1,192000,48,4,0.2635833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M06_MS2024.mat,Albouy2020Science,female,classical,music
67,data/musicCorp/Albouy2020Science/English/English_S01_M09.wav,English_S01_M09,English,1,1,192000,48,4,0.1117083333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M09_MS2024.mat,Albouy2020Science,female,classical,music
68,data/musicCorp/Albouy2020Science/French/French_S09_M01.wav,French_S09_M01,French,1,1,192000,48,4,0.2245208333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M01_MS2024.mat,Albouy2020Science,female,classical,music
69,data/musicCorp/Albouy2020Science/French/French_S01_M01.wav,French_S01_M01,French,1,1,192000,48,4,0.283875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M01_MS2024.mat,Albouy2020Science,female,classical,music
70,data/musicCorp/Albouy2020Science/French/French_S08_M04.wav,French_S08_M04,French,1,1,192000,48,4,0.3406041666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M04_MS2024.mat,Albouy2020Science,female,classical,music
71,data/musicCorp/Albouy2020Science/English/English_S04_M03.wav,English_S04_M03,English,1,1,192000,48,4,0.1915208333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M03_MS2024.mat,Albouy2020Science,female,classical,music
72,data/musicCorp/Albouy2020Science/English/English_S08_M10.wav,English_S08_M10,English,1,1,192000,48,4,0.4173333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M10_MS2024.mat,Albouy2020Science,female,classical,music
73,data/musicCorp/Albouy2020Science/English/English_S07_M01.wav,English_S07_M01,English,1,1,192000,48,4,0.1187708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M01_MS2024.mat,Albouy2020Science,female,classical,music
74,data/musicCorp/Albouy2020Science/English/English_S07_M10.wav,English_S07_M10,English,1,1,192000,48,4,0.2816666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M10_MS2024.mat,Albouy2020Science,female,classical,music
75,data/musicCorp/Albouy2020Science/French/French_S04_M06.wav,French_S04_M06,French,1,1,192000,48,4,0.2342708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M06_MS2024.mat,Albouy2020Science,female,classical,music
76,data/musicCorp/Albouy2020Science/English/English_S08_M01.wav,English_S08_M01,English,1,1,192000,48,4,0.3703541666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M01_MS2024.mat,Albouy2020Science,female,classical,music
77,data/musicCorp/Albouy2020Science/English/English_S01_M04.wav,English_S01_M04,English,1,1,192000,48,4,0.2719166666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M04_MS2024.mat,Albouy2020Science,female,classical,music
78,data/musicCorp/Albouy2020Science/French/French_S07_M04.wav,French_S07_M04,French,1,1,192000,48,4,0.2578541666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M04_MS2024.mat,Albouy2020Science,female,classical,music
79,data/musicCorp/Albouy2020Science/English/English_S02_M06.wav,English_S02_M06,English,1,1,192000,48,4,0.1488958333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M06_MS2024.mat,Albouy2020Science,female,classical,music
80,data/musicCorp/Albouy2020Science/French/French_S01_M10.wav,French_S01_M10,French,1,1,192000,48,4,0.1916458333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M10_MS2024.mat,Albouy2020Science,female,classical,music
81,data/musicCorp/Albouy2020Science/French/French_S09_M10.wav,French_S09_M10,French,1,1,192000,48,4,0.2721041666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M10_MS2024.mat,Albouy2020Science,female,classical,music
82,data/musicCorp/Albouy2020Science/English/English_S03_M03.wav,English_S03_M03,English,1,1,192000,48,4,0.1655833333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M03_MS2024.mat,Albouy2020Science,female,classical,music
83,data/musicCorp/Albouy2020Science/French/French_S06_M01.wav,French_S06_M01,French,1,1,192000,48,4,0.1636875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M01_MS2024.mat,Albouy2020Science,female,classical,music
84,data/musicCorp/Albouy2020Science/English/English_S09_M04.wav,English_S09_M04,English,1,1,192000,48,4,0.1698333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M04_MS2024.mat,Albouy2020Science,female,classical,music
85,data/musicCorp/Albouy2020Science/French/French_S08_M09.wav,French_S08_M09,French,1,1,192000,48,4,0.3042708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M09_MS2024.mat,Albouy2020Science,female,classical,music
86,data/musicCorp/Albouy2020Science/French/French_S10_M03.wav,French_S10_M03,French,1,1,192000,48,4,0.4336458333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S10_M03_MS2024.mat,Albouy2020Science,female,classical,music
87,data/musicCorp/Albouy2020Science/English/English_S09_M03.wav,English_S09_M03,English,1,1,192000,48,4,0.1136666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M03_MS2024.mat,Albouy2020Science,female,classical,music
88,data/musicCorp/Albouy2020Science/English/English_S04_M09.wav,English_S04_M09,English,1,1,192000,48,4,0.3275416666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M09_MS2024.mat,Albouy2020Science,female,classical,music
89,data/musicCorp/Albouy2020Science/French/French_S05_M04.wav,French_S05_M04,French,1,1,192000,48,4,0.4032708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M04_MS2024.mat,Albouy2020Science,female,classical,music
90,data/musicCorp/Albouy2020Science/English/English_S03_M04.wav,English_S03_M04,English,1,1,192000,48,4,0.2834375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M04_MS2024.mat,Albouy2020Science,female,classical,music
91,data/musicCorp/Albouy2020Science/English/English_S05_M10.wav,English_S05_M10,English,1,1,192000,48,4,0.3162291666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M10_MS2024.mat,Albouy2020Science,female,classical,music
92,data/musicCorp/Albouy2020Science/English/English_S10_M10.wav,English_S10_M10,English,1,1,192000,48,4,0.1860625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M10_MS2024.mat,Albouy2020Science,female,classical,music
93,data/musicCorp/Albouy2020Science/French/French_S06_M06.wav,French_S06_M06,French,1,1,192000,48,4,0.229,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M06_MS2024.mat,Albouy2020Science,female,classical,music
94,data/musicCorp/Albouy2020Science/English/English_S02_M01.wav,English_S02_M01,English,1,1,192000,48,4,0.3688958333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M01_MS2024.mat,Albouy2020Science,female,classical,music
95,data/musicCorp/Albouy2020Science/French/French_S04_M01.wav,French_S04_M01,French,1,1,192000,48,4,0.3939583333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M01_MS2024.mat,Albouy2020Science,female,classical,music
96,data/musicCorp/Albouy2020Science/English/English_S01_M03.wav,English_S01_M03,English,1,1,192000,48,4,0.0973125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M03_MS2024.mat,Albouy2020Science,female,classical,music
97,data/musicCorp/Albouy2020Science/English/English_S08_M06.wav,English_S08_M06,English,1,1,192000,48,4,0.181,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M06_MS2024.mat,Albouy2020Science,female,classical,music
98,data/musicCorp/Albouy2020Science/English/English_S03_M09.wav,English_S03_M09,English,1,1,192000,48,4,0.2216666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M09_MS2024.mat,Albouy2020Science,female,classical,music
99,data/musicCorp/Albouy2020Science/French/French_S04_M10.wav,French_S04_M10,French,1,1,192000,48,4,0.26125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M10_MS2024.mat,Albouy2020Science,female,classical,music
100,data/musicCorp/Albouy2020Science/English/English_S07_M06.wav,English_S07_M06,English,1,1,192000,48,4,0.1948125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M06_MS2024.mat,Albouy2020Science,female,classical,music
101,data/musicCorp/Albouy2020Science/English/English_S02_M10.wav,English_S02_M10,English,1,1,192000,48,4,0.429625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M10_MS2024.mat,Albouy2020Science,female,classical,music
102,data/musicCorp/Albouy2020Science/English/English_S04_M04.wav,English_S04_M04,English,1,1,192000,48,4,0.264625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M04_MS2024.mat,Albouy2020Science,female,classical,music
103,data/musicCorp/Albouy2020Science/English/English_S10_M01.wav,English_S10_M01,English,1,1,192000,48,4,0.1185625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M01_MS2024.mat,Albouy2020Science,female,classical,music
104,data/musicCorp/Albouy2020Science/English/English_S05_M01.wav,English_S05_M01,English,1,1,192000,48,4,0.2576666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M01_MS2024.mat,Albouy2020Science,female,classical,music
