,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,genre,gender,speaker/artist,corpus_type
22,data/musicCorp/NHS2/NHS2-I88T.mp3,NHS2-I88T,Baic,1,1,352800,44.1,8,0.3736281179138322,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-I88T_MS2024.mat,world,,NHS2-I88T,music
23,data/musicCorp/NHS2/NHS2-XQVH.mp3,NHS2-XQVH,Bavarian,1,1,352800,44.1,8,0.1685034013605442,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-XQVH_MS2024.mat,world,,NHS2-XQVH,music
24,data/musicCorp/NHS2/NHS2-EZD1.mp3,NHS2-EZD1,Yapese,1,1,352800,44.1,8,0.5031065759637188,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-EZD1_MS2024.mat,world,,NHS2-EZD1,music
25,data/musicCorp/NHS2/NHS2-CCP4.mp3,NHS2-CCP4,Southern Aymara,1,1,352800,44.1,8,0.1418367346938775,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-CCP4_MS2024.mat,world,,NHS2-CCP4,music
26,data/musicCorp/NHS2/NHS2-JDU3.mp3,NHS2-JDU3,Woleaian,1,1,352800,44.1,8,0.1280725623582766,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-JDU3_MS2024.mat,world,,NHS2-JDU3,music
27,data/musicCorp/NHS2/NHS2-1BBL.mp3,NHS2-1BBL,Samoan,1,1,352800,44.1,8,0.1377097505668934,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-1BBL_MS2024.mat,world,,NHS2-1BBL,music
28,data/musicCorp/NHS2/NHS2-JD8G.mp3,NHS2-JD8G,English,1,1,352800,44.1,8,0.1536961451247165,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-JD8G_MS2024.mat,world,,NHS2-JD8G,music
29,data/musicCorp/NHS2/NHS2-D16Y.mp3,NHS2-D16Y,Ulithian,1,1,352800,44.1,8,0.2028798185941043,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-D16Y_MS2024.mat,world,,NHS2-D16Y,music
30,data/musicCorp/NHS2/NHS2-79G9.mp3,NHS2-79G9,Afar,1,1,352800,44.1,8,0.1460770975056689,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-79G9_MS2024.mat,world,,NHS2-79G9,music
31,data/musicCorp/NHS2/NHS2-EIPU.mp3,NHS2-EIPU,Pitjantjatjara,1,1,352800,44.1,8,0.1497052154195011,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-EIPU_MS2024.mat,world,,NHS2-EIPU,music
32,data/musicCorp/NHS2/NHS2-CDWZ.mp3,NHS2-CDWZ,Bunun,1,1,352800,44.1,8,0.1176190476190476,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-CDWZ_MS2024.mat,world,,NHS2-CDWZ,music
33,data/musicCorp/NHS2/NHS2-9BBS.mp3,NHS2-9BBS,Spanish,1,1,352800,44.1,8,0.2572562358276644,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-9BBS_MS2024.mat,world,,NHS2-9BBS,music
34,data/musicCorp/NHS2/NHS2-ZWHJ.mp3,NHS2-ZWHJ,Korean,1,1,352800,44.1,8,0.1196825396825396,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-ZWHJ_MS2024.mat,world,,NHS2-ZWHJ,music
35,data/musicCorp/NHS2/NHS2-R2MC.mp3,NHS2-R2MC,Gugubera,1,1,352800,44.1,8,0.1421995464852607,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-R2MC_MS2024.mat,world,,NHS2-R2MC,music
36,data/musicCorp/NHS2/NHS2-4KP9.mp3,NHS2-4KP9,Arhuaco,1,1,352800,44.1,8,0.1204308390022675,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-4KP9_MS2024.mat,world,,NHS2-4KP9,music
37,data/musicCorp/NHS2/NHS2-78JU.mp3,NHS2-78JU,Serbian Standard,1,1,352800,44.1,8,0.1242630385487528,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-78JU_MS2024.mat,world,,NHS2-78JU,music
38,data/musicCorp/NHS2/NHS2-JC95.mp3,NHS2-JC95,Siksika,1,1,352800,44.1,8,0.360249433106576,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-JC95_MS2024.mat,world,,NHS2-JC95,music
39,data/musicCorp/NHS2/NHS2-LQEP.mp3,NHS2-LQEP,Palawanic,1,1,352800,44.1,8,0.2072789115646258,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-LQEP_MS2024.mat,world,,NHS2-LQEP,music
40,data/musicCorp/NHS2/NHS2-NH07.mp3,NHS2-NH07,Woleaian,1,1,352800,44.1,8,0.2190022675736961,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-NH07_MS2024.mat,world,,NHS2-NH07,music
41,data/musicCorp/NHS2/NHS2-QAHO.mp3,NHS2-QAHO,Ewe,1,1,352800,44.1,8,0.1418367346938775,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-QAHO_MS2024.mat,world,,NHS2-QAHO,music
42,data/musicCorp/NHS2/NHS2-1DCV.mp3,NHS2-1DCV,Qawasqar,1,1,352800,44.1,8,0.1419274376417233,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-1DCV_MS2024.mat,world,,NHS2-1DCV,music
43,data/musicCorp/NHS2/NHS2-SDPZ.mp3,NHS2-SDPZ,Romanian,1,1,352800,44.1,8,0.1330612244897959,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-SDPZ_MS2024.mat,world,,NHS2-SDPZ,music
44,data/musicCorp/NHS2/NHS2-JJPZ.mp3,NHS2-JJPZ,Venda,1,1,352800,44.1,8,0.250453514739229,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-JJPZ_MS2024.mat,world,,NHS2-JJPZ,music
45,data/musicCorp/NHS2/NHS2-ZJ3C.mp3,NHS2-ZJ3C,French,1,1,352800,44.1,8,0.2389115646258503,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-ZJ3C_MS2024.mat,world,,NHS2-ZJ3C,music
46,data/musicCorp/NHS2/NHS2-IY3T.mp3,NHS2-IY3T,Spanish,1,1,352800,44.1,8,0.1415419501133787,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-IY3T_MS2024.mat,world,,NHS2-IY3T,music
47,data/musicCorp/NHS2/NHS2-UPEJ.mp3,NHS2-UPEJ,Dravidian,1,1,352800,44.1,8,0.1594331065759637,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-UPEJ_MS2024.mat,world,,NHS2-UPEJ,music
48,data/musicCorp/NHS2/NHS2-RSUK.mp3,NHS2-RSUK,Woleaian,1,1,352800,44.1,8,0.3047392290249433,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-RSUK_MS2024.mat,world,,NHS2-RSUK,music
49,data/musicCorp/NHS2/NHS2-CP41.mp3,NHS2-CP41,Kemi Saami,1,1,352800,44.1,8,0.6872108843537414,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-CP41_MS2024.mat,world,,NHS2-CP41,music
50,data/musicCorp/NHS2/NHS2-RDF4.mp3,NHS2-RDF4,Pashto,1,1,352800,44.1,8,0.1178684807256235,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-RDF4_MS2024.mat,world,,NHS2-RDF4,music
51,data/musicCorp/NHS2/NHS2-LY5K.mp3,NHS2-LY5K,Ulster English,1,1,352800,44.1,8,0.2117913832199546,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-LY5K_MS2024.mat,world,,NHS2-LY5K,music
52,data/musicCorp/NHS2/NHS2-OXV1.mp3,NHS2-OXV1,Central-Eastern Niger Fulfulde,1,1,352800,44.1,8,0.1429931972789115,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-OXV1_MS2024.mat,world,,NHS2-OXV1,music
53,data/musicCorp/NHS2/NHS2-T3VD.mp3,NHS2-T3VD,Woleaian,1,1,352800,44.1,8,0.1677324263038548,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-T3VD_MS2024.mat,world,,NHS2-T3VD,music
54,data/musicCorp/NHS2/NHS2-VRBB.mp3,NHS2-VRBB,Acoli,1,1,352800,44.1,8,0.1418140589569161,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-VRBB_MS2024.mat,world,,NHS2-VRBB,music
55,data/musicCorp/NHS2/NHS2-0KOG.mp3,NHS2-0KOG,Maori,1,1,352800,44.1,8,0.170907029478458,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-0KOG_MS2024.mat,world,,NHS2-0KOG,music
56,data/musicCorp/NHS2/NHS2-LFIO.mp3,NHS2-LFIO,Dakota,1,1,352800,44.1,8,0.1196598639455782,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-LFIO_MS2024.mat,world,,NHS2-LFIO,music
57,data/musicCorp/NHS2/NHS2-KTHL.mp3,NHS2-KTHL,Cheyenne,1,1,352800,44.1,8,0.2477777777777778,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-KTHL_MS2024.mat,world,,NHS2-KTHL,music
58,data/musicCorp/NHS2/NHS2-LEX9.mp3,NHS2-LEX9,Ayacucho Quechua,1,1,352800,44.1,8,0.5453061224489796,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-LEX9_MS2024.mat,world,,NHS2-LEX9,music
59,data/musicCorp/NHS2/NHS2-9AU4.mp3,NHS2-9AU4,Ulster English,1,1,352800,44.1,8,0.1429931972789115,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-9AU4_MS2024.mat,world,,NHS2-9AU4,music
60,data/musicCorp/NHS2/NHS2-FNOC.mp3,NHS2-FNOC,Latin American Spanish,1,1,352800,44.1,8,0.1493877551020408,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-FNOC_MS2024.mat,world,,NHS2-FNOC,music
61,data/musicCorp/NHS2/NHS2-VMFK.mp3,NHS2-VMFK,Bengali,1,1,352800,44.1,8,0.2323356009070294,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-VMFK_MS2024.mat,world,,NHS2-VMFK,music
62,data/musicCorp/NHS2/NHS2-ELN7.mp3,NHS2-ELN7,Scottish Gaelic,1,1,352800,44.1,8,0.141609977324263,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-ELN7_MS2024.mat,world,,NHS2-ELN7,music
63,data/musicCorp/NHS2/NHS2-R1O0.mp3,NHS2-R1O0,Swedish,1,1,352800,44.1,8,0.2206122448979592,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-R1O0_MS2024.mat,world,,NHS2-R1O0,music
64,data/musicCorp/NHS2/NHS2-0878.mp3,NHS2-0878,Central Moroccan Berber,1,1,352800,44.1,8,0.1534920634920634,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-0878_MS2024.mat,world,,NHS2-0878,music
65,data/musicCorp/NHS2/NHS2-MEUM.mp3,NHS2-MEUM,Maori,1,1,352800,44.1,8,0.1177324263038548,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-MEUM_MS2024.mat,world,,NHS2-MEUM,music
66,data/musicCorp/NHS2/NHS2-8RLI.mp3,NHS2-8RLI,Grenadian Creole English,1,1,352800,44.1,8,0.1678004535147392,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-8RLI_MS2024.mat,world,,NHS2-8RLI,music
67,data/musicCorp/NHS2/NHS2-DTDM.mp3,NHS2-DTDM,Tonga (Tonga Islands),1,1,352800,44.1,8,0.1178004535147392,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-DTDM_MS2024.mat,world,,NHS2-DTDM,music
68,data/musicCorp/NHS2/NHS2-AMLT.mp3,NHS2-AMLT,Georgian,1,1,352800,44.1,8,0.1882312925170068,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-AMLT_MS2024.mat,world,,NHS2-AMLT,music
69,data/musicCorp/NHS2/NHS2-8NOH.mp3,NHS2-8NOH,Kamayurá,1,1,352800,44.1,8,0.1175963718820861,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-8NOH_MS2024.mat,world,,NHS2-8NOH,music
70,data/musicCorp/NHS2/NHS2-K5DQ.mp3,NHS2-K5DQ,Eastern Canadian Inuktitut,1,1,352800,44.1,8,0.1433560090702947,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-K5DQ_MS2024.mat,world,,NHS2-K5DQ,music
71,data/musicCorp/NHS2/NHS2-BLC6.mp3,NHS2-BLC6,Japanese,1,1,352800,44.1,8,0.1912698412698412,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-BLC6_MS2024.mat,world,,NHS2-BLC6,music
72,data/musicCorp/NHS2/NHS2-ZU2O.mp3,NHS2-ZU2O,Levantine Arabic,1,1,352800,44.1,8,0.1498185941043084,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-ZU2O_MS2024.mat,world,,NHS2-ZU2O,music
73,data/musicCorp/NHS2/NHS2-5NN8.mp3,NHS2-5NN8,Bulu (Cameroon),1,1,352800,44.1,8,0.1428571428571428,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-5NN8_MS2024.mat,world,,NHS2-5NN8,music
74,data/musicCorp/NHS2/NHS2-7LJJ.mp3,NHS2-7LJJ,Garifuna,1,1,352800,44.1,8,0.1417006802721088,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-7LJJ_MS2024.mat,world,,NHS2-7LJJ,music
75,data/musicCorp/NHS2/NHS2-QJ8L.mp3,NHS2-QJ8L,Tonga (Tonga Islands),1,1,352800,44.1,8,0.2419274376417233,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-QJ8L_MS2024.mat,world,,NHS2-QJ8L,music
76,data/musicCorp/NHS2/NHS2-J22Q.mp3,NHS2-J22Q,Sora,1,1,352800,44.1,8,0.1176190476190476,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-J22Q_MS2024.mat,world,,NHS2-J22Q,music
77,data/musicCorp/NHS2/NHS2-UJ4Z.mp3,NHS2-UJ4Z,Southern Sotho,1,1,352800,44.1,8,0.7832879818594104,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-UJ4Z_MS2024.mat,world,,NHS2-UJ4Z,music
78,data/musicCorp/NHS2/NHS2-966Z.mp3,NHS2-966Z,El Nayar Cora,1,1,352800,44.1,8,0.1788662131519274,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-966Z_MS2024.mat,world,,NHS2-966Z,music
79,data/musicCorp/NHS2/NHS2-I699.mp3,NHS2-I699,Mari,1,1,352800,44.1,8,0.1178004535147392,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-I699_MS2024.mat,world,,NHS2-I699,music
80,data/musicCorp/NHS2/NHS2-66IN.mp3,NHS2-66IN,Keresan,1,1,352800,44.1,8,0.1795918367346938,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-66IN_MS2024.mat,world,,NHS2-66IN,music
81,data/musicCorp/NHS2/NHS2-E1MN.mp3,NHS2-E1MN,San Blas Kuna,1,1,352800,44.1,8,0.1417233560090703,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-E1MN_MS2024.mat,world,,NHS2-E1MN,music
82,data/musicCorp/NHS2/NHS2-BATN.mp3,NHS2-BATN,Worrorran,1,1,352800,44.1,8,0.1415419501133787,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-BATN_MS2024.mat,world,,NHS2-BATN,music
83,data/musicCorp/NHS2/NHS2-S6AP.mp3,NHS2-S6AP,Spanish,1,1,352800,44.1,8,0.1902494331065759,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-S6AP_MS2024.mat,world,,NHS2-S6AP,music
84,data/musicCorp/NHS2/NHS2-SNG1.mp3,NHS2-SNG1,Jambi Malay,1,1,352800,44.1,8,0.1763265306122449,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-SNG1_MS2024.mat,world,,NHS2-SNG1,music
85,data/musicCorp/NHS2/NHS2-YLXK.mp3,NHS2-YLXK,Chicham,1,1,352800,44.1,8,0.5112698412698413,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-YLXK_MS2024.mat,world,,NHS2-YLXK,music
86,data/musicCorp/NHS2/NHS2-HMPO.mp3,NHS2-HMPO,Woleaian,1,1,352800,44.1,8,0.816780045351474,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-HMPO_MS2024.mat,world,,NHS2-HMPO,music
87,data/musicCorp/NHS2/NHS2-AGU1.mp3,NHS2-AGU1,Bengali,1,1,352800,44.1,8,0.1377777777777777,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-AGU1_MS2024.mat,world,,NHS2-AGU1,music
88,data/musicCorp/NHS2/NHS2-JOI6.mp3,NHS2-JOI6,Malayalam,1,1,352800,44.1,8,0.1827437641723356,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-JOI6_MS2024.mat,world,,NHS2-JOI6,music
89,data/musicCorp/NHS2/NHS2-K0S3.mp3,NHS2-K0S3,Vincentian Creole English,1,1,352800,44.1,8,0.1418140589569161,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-K0S3_MS2024.mat,world,,NHS2-K0S3,music
90,data/musicCorp/NHS2/NHS2-64UT.mp3,NHS2-64UT,Ulster English,1,1,352800,44.1,8,0.3623356009070295,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-64UT_MS2024.mat,world,,NHS2-64UT,music
91,data/musicCorp/NHS2/NHS2-6C8Y.mp3,NHS2-6C8Y,Croatian Standard,1,1,352800,44.1,8,0.2382312925170068,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-6C8Y_MS2024.mat,world,,NHS2-6C8Y,music
92,data/musicCorp/NHS2/NHS2-X35A.mp3,NHS2-X35A,Karajá,1,1,352800,44.1,8,0.9478004535147392,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-X35A_MS2024.mat,world,,NHS2-X35A,music
93,data/musicCorp/NHS2/NHS2-IOK8.mp3,NHS2-IOK8,Georgian,1,1,352800,44.1,8,0.1179365079365079,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-IOK8_MS2024.mat,world,,NHS2-IOK8,music
94,data/musicCorp/NHS2/NHS2-IAY0.mp3,NHS2-IAY0,Korean,1,1,352800,44.1,8,0.120657596371882,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-IAY0_MS2024.mat,world,,NHS2-IAY0,music
95,data/musicCorp/NHS2/NHS2-OS0A.mp3,NHS2-OS0A,Spanish,1,1,352800,44.1,8,0.142766439909297,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-OS0A_MS2024.mat,world,,NHS2-OS0A,music
96,data/musicCorp/NHS2/NHS2-2BQL.mp3,NHS2-2BQL,Chukchi,1,1,352800,44.1,8,0.1429024943310657,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-2BQL_MS2024.mat,world,,NHS2-2BQL,music
97,data/musicCorp/NHS2/NHS2-1C8B.mp3,NHS2-1C8B,Russian,1,1,352800,44.1,8,0.2356009070294784,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-1C8B_MS2024.mat,world,,NHS2-1C8B,music
98,data/musicCorp/NHS2/NHS2-XTVF.mp3,NHS2-XTVF,Woleaian,1,1,352800,44.1,8,0.1190929705215419,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-XTVF_MS2024.mat,world,,NHS2-XTVF,music
99,data/musicCorp/NHS2/NHS2-ZO18.mp3,NHS2-ZO18,Palauan,1,1,352800,44.1,8,0.2064625850340136,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-ZO18_MS2024.mat,world,,NHS2-ZO18,music
100,data/musicCorp/NHS2/NHS2-7XBW.mp3,NHS2-7XBW,Nyanja,1,1,352800,44.1,8,0.6050340136054422,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-7XBW_MS2024.mat,world,,NHS2-7XBW,music
101,data/musicCorp/NHS2/NHS2-7SRW.mp3,NHS2-7SRW,Paraguay-Brazil Guarani,1,1,352800,44.1,8,0.2340136054421768,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-7SRW_MS2024.mat,world,,NHS2-7SRW,music
102,data/musicCorp/NHS2/NHS2-I3W7.mp3,NHS2-I3W7,Bafut,1,1,352800,44.1,8,0.1417233560090703,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-I3W7_MS2024.mat,world,,NHS2-I3W7,music
103,data/musicCorp/NHS2/NHS2-WKJ6.mp3,NHS2-WKJ6,Evenki,1,1,352800,44.1,8,0.2013832199546485,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-WKJ6_MS2024.mat,world,,NHS2-WKJ6,music
104,data/musicCorp/NHS2/NHS2-AO12.mp3,NHS2-AO12,Russian,1,1,352800,44.1,8,0.1449433106575963,8,NHS2,STM_output/MATs/music_mat_wl4_NHS2/NHS2-AO12_MS2024.mat,world,,NHS2-AO12,music
