,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,corpus_type,mat_filename,genre,speaker/artist,gender
53,data/musicCorp/ismir04_genre/audio/evaluation/jazz/jag/juke_joint_boogie/9-boogie_in_a.mp3,9-boogie_in_a,,,1,5292000,44.1,120,0.10927437641723356,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-boogie_in_a_MS2024.mat,jazz_blues,jag,
54,data/musicCorp/ismir04_genre/audio/evaluation/rock/hybris/the_first_words/2-fateful_kind_of_rage.mp3,2-fateful_kind_of_rage,,,1,5292000,44.1,120,0.26931972789115644,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/2-fateful_kind_of_rage_MS2024.mat,rock_pop,hybris,
55,data/musicCorp/ismir04_genre/audio/training/world/solace/vadalna/6-saptak-samaya_mix.mp3,6-saptak-samaya_mix,,,1,5292000,44.1,120,0.3138548752834467,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/6-saptak-samaya_mix_MS2024.mat,world,solace,
56,data/musicCorp/ismir04_genre/audio/development/artist_97_album_1_track_2.mp3,artist_97_album_1_track_2,,,1,5292000,44.1,120,0.3374829931972789,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_97_album_1_track_2_MS2024.mat,rock_pop,artist_97,
57,data/musicCorp/ismir04_genre/audio/training/classical/orinda/airs_de_cour/7-amans_qui_vous_plaignes_(pierre_guedron).mp3,7-amans_qui_vous_plaignes_(pierre_guedron),,,1,5292000,44.1,120,0.6620861678004535,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-amans_qui_vous_plaignes_(pierre_guedron)_MS2024.mat,classical,orinda,
58,data/musicCorp/ismir04_genre/audio/evaluation/electronic/strojovna_07/number_1/12-hriadel.mp3,12-hriadel,,,1,5292000,44.1,120,0.02510204081632653,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/12-hriadel_MS2024.mat,electronic,strojovna_07,
59,data/musicCorp/ismir04_genre/audio/training/electronic/dj_markitos/slower_emotions_(138_bpm_remixes)/4-black_mystery_(138_bpm_remix).mp3,4-black_mystery_(138_bpm_remix),,,1,5292000,44.1,120,0.3953514739229025,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/4-black_mystery_(138_bpm_remix)_MS2024.mat,electronic,dj_markitos,
60,data/musicCorp/ismir04_genre/audio/evaluation/classical/dufay_collective/a_l_estampida/10-danea_amorosa_troto.mp3,10-danea_amorosa_troto,,,1,5468400,44.1,124,0.33151927437641726,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/10-danea_amorosa_troto_MS2024.mat,classical,dufay_collective,
61,data/musicCorp/ismir04_genre/audio/evaluation/classical/andreas_haefliger/mozart_piano_sonatas/9-sonata_in_b_flat_minor_kv_570.mp3,9-sonata_in_b_flat_minor_kv_570,,,1,5292000,44.1,120,0.7142403628117914,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-sonata_in_b_flat_minor_kv_570_MS2024.mat,classical,andreas_haefliger,
62,data/musicCorp/ismir04_genre/audio/evaluation/classical/james_edwards/canarios/7-prelude.mp3,7-prelude,,,1,3175200,44.1,72,0.3112018140589569,68,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/7-prelude_MS2024.mat,classical,james_edwards,
63,data/musicCorp/ismir04_genre/audio/evaluation/classical/vito_paternoster/sohann_sebastian_bach_-_sonate/6-partita_prima_in_mi_minore_-_double.mp3,6-partita_prima_in_mi_minore_-_double,,,1,5292000,44.1,120,0.3385487528344671,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/6-partita_prima_in_mi_minore_-_double_MS2024.mat,classical,vito_paternoster,
64,data/musicCorp/ismir04_genre/audio/training/classical/paul_berget/16_recercars_from_the_siena_manuscript_(ca_1580)_on_renaissance_lute/6-recercar_6.mp3,6-recercar_6,,,1,4410000,44.1,100,0.014580498866213152,96,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/6-recercar_6_MS2024.mat,classical,paul_berget,
65,data/musicCorp/ismir04_genre/audio/training/rock/myles_cochran/marginal_street/5-a_little_thing.mp3,5-a_little_thing,,,1,5292000,44.1,120,0.34811791383219953,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/5-a_little_thing_MS2024.mat,rock_pop,myles_cochran,
66,data/musicCorp/ismir04_genre/audio/training/classical/ensemble_sreteniye/don't_cry_rachael/3-to_thee_o_theotokos_(bulgarian_chant).mp3,3-to_thee_o_theotokos_(bulgarian_chant),,,1,5292000,44.1,120,0.44467120181405895,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-to_thee_o_theotokos_(bulgarian_chant)_MS2024.mat,classical,ensemble_sreteniye,
67,data/musicCorp/ismir04_genre/audio/evaluation/world/touchinggrace/happenstance/3-sitar_study_in_aflat_major.mp3,3-sitar_study_in_aflat_major,,,1,5292000,44.1,120,0.7705895691609977,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-sitar_study_in_aflat_major_MS2024.mat,world,touchinggrace,
68,data/musicCorp/ismir04_genre/audio/development/artist_7_album_4_track_3.mp3,artist_7_album_4_track_3,,,1,5292000,44.1,120,0.5563492063492064,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_7_album_4_track_3_MS2024.mat,classical,artist_7,
69,data/musicCorp/ismir04_genre/audio/evaluation/world/curandero/aras/1-mon_of_the_shadows.mp3,1-mon_of_the_shadows,,,1,5468400,44.1,124,0.919750566893424,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-mon_of_the_shadows_MS2024.mat,world,curandero,
70,data/musicCorp/ismir04_genre/audio/evaluation/rock/tom_paul/there_is_no_map/9-i_saw_a_rainbow.mp3,9-i_saw_a_rainbow,,,1,5292000,44.1,120,0.2480952380952381,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-i_saw_a_rainbow_MS2024.mat,rock_pop,tom_paul,
71,data/musicCorp/ismir04_genre/audio/development/artist_32_album_2_track_1.mp3,artist_32_album_2_track_1,,,1,5292000,44.1,120,0.972562358276644,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_32_album_2_track_1_MS2024.mat,classical,artist_32,
72,data/musicCorp/ismir04_genre/audio/evaluation/electronic/aerobic_jonquil/brain_stomach/4-after_a_glass.mp3,4-after_a_glass,,,1,5292000,44.1,120,0.9325850340136055,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/4-after_a_glass_MS2024.mat,electronic,aerobic_jonquil,
73,data/musicCorp/ismir04_genre/audio/development/artist_76_album_1_track_2.mp3,artist_76_album_1_track_2,,,1,5292000,44.1,120,0.30167800453514737,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_76_album_1_track_2_MS2024.mat,metal_punk,artist_76,
74,data/musicCorp/ismir04_genre/audio/evaluation/world/shira_kammen/wild_wood/15-lullaby_set.mp3,15-lullaby_set,,,1,5292000,44.1,120,0.4873922902494331,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/15-lullaby_set_MS2024.mat,world,shira_kammen,
75,data/musicCorp/ismir04_genre/audio/development/artist_44_album_2_track_2.mp3,artist_44_album_2_track_2,,,1,5292000,44.1,120,0.9572335600907029,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_44_album_2_track_2_MS2024.mat,electronic,artist_44,
76,data/musicCorp/ismir04_genre/audio/development/artist_118_album_1_track_2.mp3,artist_118_album_1_track_2,,,1,5292000,44.1,120,0.34487528344671203,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_118_album_1_track_2_MS2024.mat,world,artist_118,
77,data/musicCorp/ismir04_genre/audio/development/artist_126_album_2_track_2.mp3,artist_126_album_2_track_2,,,1,5468400,44.1,124,0.4521995464852608,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_126_album_2_track_2_MS2024.mat,world,artist_126,
78,data/musicCorp/ismir04_genre/audio/evaluation/classical/jacob_heringman/jane_pickeringe_s_lute_book/2-a_toye.mp3,2-a_toye,,,1,882000,44.1,20,0.18621315192743765,20,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/2-a_toye_MS2024.mat,classical,jacob_heringman,
79,data/musicCorp/ismir04_genre/audio/evaluation/world/shira_kammen/the_castle_of_the_holly_king/3-christmas_day_in_the_morning.mp3,3-christmas_day_in_the_morning,,,1,4586400,44.1,104,0.5212244897959184,100,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/3-christmas_day_in_the_morning_MS2024.mat,world,shira_kammen,
80,data/musicCorp/ismir04_genre/audio/training/classical/ensemble_sreteniye/ancient_church_singing_of_byzantine_georgia_and_rus/1-to_thee_we_sing_bulgarian_chant_tone_legetos.mp3,1-to_thee_we_sing_bulgarian_chant_tone_legetos,,,1,5468400,44.1,124,0.008798185941043084,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/1-to_thee_we_sing_bulgarian_chant_tone_legetos_MS2024.mat,classical,ensemble_sreteniye,
81,data/musicCorp/ismir04_genre/audio/development/artist_48_album_2_track_2.mp3,artist_48_album_2_track_2,,,1,5292000,44.1,120,0.2517687074829932,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_48_album_2_track_2_MS2024.mat,electronic,artist_48,
82,data/musicCorp/ismir04_genre/audio/development/artist_114_album_1_track_2.mp3,artist_114_album_1_track_2,,,1,5292000,44.1,120,0.1349659863945578,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/artist_114_album_1_track_2_MS2024.mat,world,artist_114,
83,data/musicCorp/ismir04_genre/audio/training/classical/phantasm/orlando_gibbons_consorts_for_viols/9-peascod_time_(the_hunt's_up).mp3,9-peascod_time_(the_hunt's_up),,,1,5292000,44.1,120,0.0326530612244898,120,ismir04_genre,music,STM_output/MATs/music_mat_wl4_ismir04_genre/9-peascod_time_(the_hunt's_up)_MS2024.mat,classical,phantasm,
