,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre
37,data/musicCorp/Albouy2020Science/English/English_S01_M07.wav,English_S01_M07,English,1,1,192000,48,4,0.1033125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M07_MS2024.mat,Albouy2020Science,female,classical
38,data/musicCorp/Albouy2020Science/English/English_S09_M02.wav,English_S09_M02,English,1,1,192000,48,4,0.24825,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M02_MS2024.mat,Albouy2020Science,female,classical
39,data/musicCorp/Albouy2020Science/French/French_S05_M05.wav,French_S05_M05,French,1,1,192000,48,4,0.35410416666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M05_MS2024.mat,Albouy2020Science,female,classical
40,data/musicCorp/Albouy2020Science/English/English_S01_M02.wav,English_S01_M02,English,1,1,192000,48,4,0.4083333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M02_MS2024.mat,Albouy2020Science,female,classical
41,data/musicCorp/Albouy2020Science/French/French_S08_M02.wav,French_S08_M02,French,1,1,192000,48,4,0.26108333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M02_MS2024.mat,Albouy2020Science,female,classical
42,data/musicCorp/Albouy2020Science/French/French_S01_M07.wav,French_S01_M07,French,1,1,192000,48,4,0.5031666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M07_MS2024.mat,Albouy2020Science,female,classical
43,data/musicCorp/Albouy2020Science/English/English_S03_M08.wav,English_S03_M08,English,1,1,192000,48,4,0.5585,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M08_MS2024.mat,Albouy2020Science,female,classical
44,data/musicCorp/Albouy2020Science/English/English_S06_M02.wav,English_S06_M02,English,1,1,192000,48,4,0.35622916666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M02_MS2024.mat,Albouy2020Science,female,classical
45,data/musicCorp/Albouy2020Science/French/French_S07_M01.wav,French_S07_M01,French,1,1,192000,48,4,0.15233333333333332,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M01_MS2024.mat,Albouy2020Science,female,classical
46,data/musicCorp/Albouy2020Science/French/French_S08_M10.wav,French_S08_M10,French,1,1,192000,48,4,0.2169375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M10_MS2024.mat,Albouy2020Science,female,classical
47,data/musicCorp/Albouy2020Science/French/French_S09_M09.wav,French_S09_M09,French,1,1,192000,48,4,0.30966666666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M09_MS2024.mat,Albouy2020Science,female,classical
48,data/musicCorp/Albouy2020Science/English/English_S01_M01.wav,English_S01_M01,English,1,1,192000,48,4,0.238375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M01_MS2024.mat,Albouy2020Science,female,classical
49,data/musicCorp/Albouy2020Science/English/English_S09_M01.wav,English_S09_M01,English,1,1,192000,48,4,0.27697916666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M01_MS2024.mat,Albouy2020Science,female,classical
50,data/musicCorp/Albouy2020Science/English/English_S06_M10.wav,English_S06_M10,English,1,1,192000,48,4,0.19825,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M10_MS2024.mat,Albouy2020Science,female,classical
51,data/musicCorp/Albouy2020Science/French/French_S01_M09.wav,French_S01_M09,French,1,1,192000,48,4,0.36052083333333335,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M09_MS2024.mat,Albouy2020Science,female,classical
52,data/musicCorp/Albouy2020Science/English/English_S03_M06.wav,English_S03_M06,English,1,1,192000,48,4,0.17308333333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M06_MS2024.mat,Albouy2020Science,female,classical
53,data/musicCorp/Albouy2020Science/English/English_S07_M09.wav,English_S07_M09,English,1,1,192000,48,4,0.16289583333333332,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M09_MS2024.mat,Albouy2020Science,female,classical
54,data/musicCorp/Albouy2020Science/English/English_S10_M03.wav,English_S10_M03,English,1,1,192000,48,4,0.1804375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M03_MS2024.mat,Albouy2020Science,female,classical
55,data/musicCorp/Albouy2020Science/French/French_S09_M04.wav,French_S09_M04,French,1,1,192000,48,4,0.36414583333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M04_MS2024.mat,Albouy2020Science,female,classical
56,data/musicCorp/Albouy2020Science/English/English_S06_M01.wav,English_S06_M01,English,1,1,192000,48,4,0.17291666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M01_MS2024.mat,Albouy2020Science,female,classical
57,data/musicCorp/Albouy2020Science/English/English_S09_M10.wav,English_S09_M10,English,1,1,192000,48,4,0.238125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M10_MS2024.mat,Albouy2020Science,female,classical
58,data/musicCorp/Albouy2020Science/French/French_S03_M03.wav,French_S03_M03,French,1,1,192000,48,4,0.29991666666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M03_MS2024.mat,Albouy2020Science,female,classical
59,data/musicCorp/Albouy2020Science/English/English_S01_M10.wav,English_S01_M10,English,1,1,192000,48,4,0.19077083333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M10_MS2024.mat,Albouy2020Science,female,classical
60,data/musicCorp/Albouy2020Science/French/French_S02_M06.wav,French_S02_M06,French,1,1,192000,48,4,0.2998125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S02_M06_MS2024.mat,Albouy2020Science,female,classical
61,data/musicCorp/Albouy2020Science/French/French_S01_M04.wav,French_S01_M04,French,1,1,192000,48,4,0.29225,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M04_MS2024.mat,Albouy2020Science,female,classical
62,data/musicCorp/Albouy2020Science/English/English_S04_M06.wav,English_S04_M06,English,1,1,192000,48,4,0.17822916666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M06_MS2024.mat,Albouy2020Science,female,classical
63,data/musicCorp/Albouy2020Science/French/French_S07_M10.wav,French_S07_M10,French,1,1,192000,48,4,0.4887708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M10_MS2024.mat,Albouy2020Science,female,classical
64,data/musicCorp/Albouy2020Science/English/English_S06_M04.wav,English_S06_M04,English,1,1,192000,48,4,0.21404166666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S06_M04_MS2024.mat,Albouy2020Science,female,classical
65,data/musicCorp/Albouy2020Science/French/French_S03_M06.wav,French_S03_M06,French,1,1,192000,48,4,0.3757083333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M06_MS2024.mat,Albouy2020Science,female,classical
66,data/musicCorp/Albouy2020Science/English/English_S10_M06.wav,English_S10_M06,English,1,1,192000,48,4,0.26358333333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M06_MS2024.mat,Albouy2020Science,female,classical
67,data/musicCorp/Albouy2020Science/English/English_S01_M09.wav,English_S01_M09,English,1,1,192000,48,4,0.11170833333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M09_MS2024.mat,Albouy2020Science,female,classical
68,data/musicCorp/Albouy2020Science/French/French_S09_M01.wav,French_S09_M01,French,1,1,192000,48,4,0.22452083333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M01_MS2024.mat,Albouy2020Science,female,classical
69,data/musicCorp/Albouy2020Science/French/French_S01_M01.wav,French_S01_M01,French,1,1,192000,48,4,0.283875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M01_MS2024.mat,Albouy2020Science,female,classical
70,data/musicCorp/Albouy2020Science/French/French_S08_M04.wav,French_S08_M04,French,1,1,192000,48,4,0.34060416666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M04_MS2024.mat,Albouy2020Science,female,classical
71,data/musicCorp/Albouy2020Science/English/English_S04_M03.wav,English_S04_M03,English,1,1,192000,48,4,0.19152083333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M03_MS2024.mat,Albouy2020Science,female,classical
72,data/musicCorp/Albouy2020Science/English/English_S08_M10.wav,English_S08_M10,English,1,1,192000,48,4,0.41733333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M10_MS2024.mat,Albouy2020Science,female,classical
73,data/musicCorp/Albouy2020Science/English/English_S07_M01.wav,English_S07_M01,English,1,1,192000,48,4,0.11877083333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M01_MS2024.mat,Albouy2020Science,female,classical
74,data/musicCorp/Albouy2020Science/English/English_S07_M10.wav,English_S07_M10,English,1,1,192000,48,4,0.2816666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M10_MS2024.mat,Albouy2020Science,female,classical
75,data/musicCorp/Albouy2020Science/French/French_S04_M06.wav,French_S04_M06,French,1,1,192000,48,4,0.23427083333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M06_MS2024.mat,Albouy2020Science,female,classical
76,data/musicCorp/Albouy2020Science/English/English_S08_M01.wav,English_S08_M01,English,1,1,192000,48,4,0.37035416666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M01_MS2024.mat,Albouy2020Science,female,classical
77,data/musicCorp/Albouy2020Science/English/English_S01_M04.wav,English_S01_M04,English,1,1,192000,48,4,0.27191666666666664,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M04_MS2024.mat,Albouy2020Science,female,classical
78,data/musicCorp/Albouy2020Science/French/French_S07_M04.wav,French_S07_M04,French,1,1,192000,48,4,0.25785416666666666,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S07_M04_MS2024.mat,Albouy2020Science,female,classical
79,data/musicCorp/Albouy2020Science/English/English_S02_M06.wav,English_S02_M06,English,1,1,192000,48,4,0.14889583333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M06_MS2024.mat,Albouy2020Science,female,classical
80,data/musicCorp/Albouy2020Science/French/French_S01_M10.wav,French_S01_M10,French,1,1,192000,48,4,0.19164583333333332,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M10_MS2024.mat,Albouy2020Science,female,classical
81,data/musicCorp/Albouy2020Science/French/French_S09_M10.wav,French_S09_M10,French,1,1,192000,48,4,0.27210416666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S09_M10_MS2024.mat,Albouy2020Science,female,classical
82,data/musicCorp/Albouy2020Science/English/English_S03_M03.wav,English_S03_M03,English,1,1,192000,48,4,0.16558333333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M03_MS2024.mat,Albouy2020Science,female,classical
83,data/musicCorp/Albouy2020Science/French/French_S06_M01.wav,French_S06_M01,French,1,1,192000,48,4,0.1636875,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M01_MS2024.mat,Albouy2020Science,female,classical
84,data/musicCorp/Albouy2020Science/English/English_S09_M04.wav,English_S09_M04,English,1,1,192000,48,4,0.16983333333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M04_MS2024.mat,Albouy2020Science,female,classical
85,data/musicCorp/Albouy2020Science/French/French_S08_M09.wav,French_S08_M09,French,1,1,192000,48,4,0.3042708333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S08_M09_MS2024.mat,Albouy2020Science,female,classical
86,data/musicCorp/Albouy2020Science/French/French_S10_M03.wav,French_S10_M03,French,1,1,192000,48,4,0.43364583333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S10_M03_MS2024.mat,Albouy2020Science,female,classical
87,data/musicCorp/Albouy2020Science/English/English_S09_M03.wav,English_S09_M03,English,1,1,192000,48,4,0.11366666666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S09_M03_MS2024.mat,Albouy2020Science,female,classical
88,data/musicCorp/Albouy2020Science/English/English_S04_M09.wav,English_S04_M09,English,1,1,192000,48,4,0.3275416666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M09_MS2024.mat,Albouy2020Science,female,classical
89,data/musicCorp/Albouy2020Science/French/French_S05_M04.wav,French_S05_M04,French,1,1,192000,48,4,0.40327083333333336,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S05_M04_MS2024.mat,Albouy2020Science,female,classical
90,data/musicCorp/Albouy2020Science/English/English_S03_M04.wav,English_S03_M04,English,1,1,192000,48,4,0.2834375,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M04_MS2024.mat,Albouy2020Science,female,classical
91,data/musicCorp/Albouy2020Science/English/English_S05_M10.wav,English_S05_M10,English,1,1,192000,48,4,0.3162291666666667,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M10_MS2024.mat,Albouy2020Science,female,classical
92,data/musicCorp/Albouy2020Science/English/English_S10_M10.wav,English_S10_M10,English,1,1,192000,48,4,0.1860625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M10_MS2024.mat,Albouy2020Science,female,classical
93,data/musicCorp/Albouy2020Science/French/French_S06_M06.wav,French_S06_M06,French,1,1,192000,48,4,0.229,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S06_M06_MS2024.mat,Albouy2020Science,female,classical
94,data/musicCorp/Albouy2020Science/English/English_S02_M01.wav,English_S02_M01,English,1,1,192000,48,4,0.3688958333333333,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M01_MS2024.mat,Albouy2020Science,female,classical
95,data/musicCorp/Albouy2020Science/French/French_S04_M01.wav,French_S04_M01,French,1,1,192000,48,4,0.39395833333333335,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M01_MS2024.mat,Albouy2020Science,female,classical
96,data/musicCorp/Albouy2020Science/English/English_S01_M03.wav,English_S01_M03,English,1,1,192000,48,4,0.0973125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S01_M03_MS2024.mat,Albouy2020Science,female,classical
97,data/musicCorp/Albouy2020Science/English/English_S08_M06.wav,English_S08_M06,English,1,1,192000,48,4,0.181,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S08_M06_MS2024.mat,Albouy2020Science,female,classical
98,data/musicCorp/Albouy2020Science/English/English_S03_M09.wav,English_S03_M09,English,1,1,192000,48,4,0.22166666666666668,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S03_M09_MS2024.mat,Albouy2020Science,female,classical
99,data/musicCorp/Albouy2020Science/French/French_S04_M10.wav,French_S04_M10,French,1,1,192000,48,4,0.26125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S04_M10_MS2024.mat,Albouy2020Science,female,classical
100,data/musicCorp/Albouy2020Science/English/English_S07_M06.wav,English_S07_M06,English,1,1,192000,48,4,0.1948125,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S07_M06_MS2024.mat,Albouy2020Science,female,classical
101,data/musicCorp/Albouy2020Science/English/English_S02_M10.wav,English_S02_M10,English,1,1,192000,48,4,0.429625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S02_M10_MS2024.mat,Albouy2020Science,female,classical
102,data/musicCorp/Albouy2020Science/English/English_S04_M04.wav,English_S04_M04,English,1,1,192000,48,4,0.264625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S04_M04_MS2024.mat,Albouy2020Science,female,classical
103,data/musicCorp/Albouy2020Science/English/English_S10_M01.wav,English_S10_M01,English,1,1,192000,48,4,0.1185625,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S10_M01_MS2024.mat,Albouy2020Science,female,classical
104,data/musicCorp/Albouy2020Science/English/English_S05_M01.wav,English_S05_M01,English,1,1,192000,48,4,0.25766666666666665,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/English_S05_M01_MS2024.mat,Albouy2020Science,female,classical
105,data/musicCorp/Albouy2020Science/French/French_S03_M01.wav,French_S03_M01,French,1,1,192000,48,4,0.23833333333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S03_M01_MS2024.mat,Albouy2020Science,female,classical
106,data/musicCorp/Albouy2020Science/French/French_S01_M03.wav,French_S01_M03,French,1,1,192000,48,4,0.18439583333333334,4,Albouy2020Science,STM_output/MATs/music_mat_wl4_Albouy2020Science/French_S01_M03_MS2024.mat,Albouy2020Science,female,classical
