,filepath,filename,LangOrInstru,VoiOrNot,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,genre,speaker/artist,gender
11,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA10B.wav,KRA10B,Polish,1,1,1940400,44.1,44,0.5631972789115647,44,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA10B_MS2024.mat,infant-directed,KRA10,F
12,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM04D.wav,LIM04D,Polish,1,1,529200,44.1,12,0.2473922902494331,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM04D_MS2024.mat,adult-directed,LIM04,F
13,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL23B.wav,WEL23B,English-NZ,1,1,1411200,44.1,32,0.04965986394557823,32,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL23B_MS2024.mat,infant-directed,WEL23,
14,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM13B.wav,LIM13B,Polish,1,1,1940400,44.1,44,0.8807256235827664,44,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM13B_MS2024.mat,infant-directed,LIM13,F
15,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES05D.wav,MES05D,Spanish,1,1,352800,44.1,8,0.006984126984126984,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES05D_MS2024.mat,adult-directed,MES05,F
16,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL34D.wav,WEL34D,English-NZ,1,1,705600,44.1,16,0.10444444444444445,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL34D_MS2024.mat,adult-directed,WEL34,
17,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOP15B.wav,TOP15B,Toposa,1,1,705600,44.1,16,0.22498866213151927,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOP15B_MS2024.mat,infant-directed,TOP15,F
18,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD08D.wav,USD08D,English-US,1,1,1764000,44.1,40,0.036848072562358274,40,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD08D_MS2024.mat,adult-directed,USD08,F
19,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN14D.wav,VAN14D,Bislama,1,1,529200,44.1,12,0.302562358276644,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN14D_MS2024.mat,adult-directed,VAN14,F
20,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TSI13B.wav,TSI13B,Tsimane,1,1,1058400,44.1,24,0.8732426303854876,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TSI13B_MS2024.mat,infant-directed,TSI13,
21,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA07D.wav,KRA07D,Polish,1,1,529200,44.1,12,0.32013605442176873,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA07D_MS2024.mat,adult-directed,KRA07,F
22,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL53B.wav,WEL53B,English-NZ,1,1,1234800,44.1,28,0.256984126984127,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL53B_MS2024.mat,infant-directed,WEL53,F
23,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR40B.wav,TOR40B,English-Canada,1,1,882000,44.1,20,0.010226757369614512,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR40B_MS2024.mat,infant-directed,TOR40,
24,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA04B.wav,SPA04B,Quechua/Achuar,1,1,176400,44.1,4,0.004285714285714286,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA04B_MS2024.mat,infant-directed,SPA04,F
25,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD14D.wav,USD14D,English-US,1,1,1058400,44.1,24,0.07133786848072562,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD14D_MS2024.mat,adult-directed,USD14,F
26,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOP09B.wav,TOP09B,Toposa,1,1,1058400,44.1,24,0.6287301587301587,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOP09B_MS2024.mat,infant-directed,TOP09,F
27,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ARA09D.wav,ARA09D,English-Creole,1,1,176400,44.1,4,0.2416326530612245,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ARA09D_MS2024.mat,adult-directed,ARA09,
28,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ28B.wav,BEJ28B,Mandarin-China,1,1,176400,44.1,4,0.1546485260770975,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ28B_MS2024.mat,infant-directed,BEJ28,F
29,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN08D.wav,VAN08D,Bislama,1,1,1234800,44.1,28,0.10058956916099773,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN08D_MS2024.mat,adult-directed,VAN08,F
30,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN16B.wav,JEN16B,Kannada,1,1,176400,44.1,4,0.0018594104308390022,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN16B_MS2024.mat,infant-directed,JEN16,
31,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR27D.wav,TOR27D,English-Canada,1,1,1234800,44.1,28,0.009297052154195011,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR27D_MS2024.mat,adult-directed,TOR27,F
32,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL28D.wav,WEL28D,English-NZ,1,1,1234800,44.1,28,0.06977324263038549,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL28D_MS2024.mat,adult-directed,WEL28,F
33,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA06D.wav,NYA06D,Nyangatom,1,1,1234800,44.1,28,0.09224489795918367,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA06D_MS2024.mat,adult-directed,NYA06,F
34,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE10B.wav,QUE10B,Spanish,1,1,176400,44.1,4,0.07578231292517007,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE10B_MS2024.mat,infant-directed,QUE10,M
35,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/HAD04B.wav,HAD04B,Hadza,1,1,882000,44.1,20,0.3087074829931973,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/HAD04B_MS2024.mat,infant-directed,HAD04,M
36,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN01D.wav,JEN01D,Kannada,1,1,352800,44.1,8,0.039569160997732424,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN01D_MS2024.mat,adult-directed,JEN01,
37,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR30B.wav,TOR30B,English-Canada,1,1,1058400,44.1,24,0.024784580498866213,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR30B_MS2024.mat,infant-directed,TOR30,F
38,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA11B.wav,NYA11B,Nyangatom,1,1,705600,44.1,16,0.24312925170068028,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA11B_MS2024.mat,infant-directed,NYA11,F
39,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE07D.wav,QUE07D,Spanish,1,1,352800,44.1,8,0.03886621315192744,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE07D_MS2024.mat,adult-directed,QUE07,F
40,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/PNG03B.wav,PNG03B,Enga,1,1,705600,44.1,16,0.2841269841269841,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/PNG03B_MS2024.mat,infant-directed,PNG03,F
41,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA13D.wav,SPA13D,Quechua/Achuar,1,1,705600,44.1,16,0.005396825396825397,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA13D_MS2024.mat,adult-directed,SPA13,F
42,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD03B.wav,USD03B,English-US,1,1,705600,44.1,16,0.16430839002267575,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD03B_MS2024.mat,infant-directed,USD03,F
43,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR15B.wav,TUR15B,Finnish/Swedish,1,1,882000,44.1,20,0.1680498866213152,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR15B_MS2024.mat,infant-directed,TUR15,
44,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO10B.wav,ACO10B,Spanish,1,1,176400,44.1,4,0.22834467120181406,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO10B_MS2024.mat,infant-directed,ACO10,F
45,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR09D.wav,TOR09D,English-Canada,1,1,882000,44.1,20,0.01473922902494331,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR09D_MS2024.mat,adult-directed,TOR09,
46,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL06D.wav,WEL06D,English-NZ,1,1,705600,44.1,16,0.014467120181405895,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL06D_MS2024.mat,adult-directed,WEL06,
47,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ06B.wav,BEJ06B,Mandarin-China,1,1,352800,44.1,8,0.6542403628117914,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ06B_MS2024.mat,infant-directed,BEJ06,F
48,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ11D.wav,BEJ11D,Mandarin-China,1,1,1058400,44.1,24,0.13639455782312926,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ11D_MS2024.mat,adult-directed,BEJ11,F
49,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR02D.wav,TUR02D,Finnish/Swedish,1,1,352800,44.1,8,0.0181859410430839,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR02D_MS2024.mat,adult-directed,TUR02,
50,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO07D.wav,ACO07D,Spanish,1,1,176400,44.1,4,0.23759637188208615,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO07D_MS2024.mat,adult-directed,ACO07,M
51,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL11B.wav,WEL11B,English-NZ,1,1,1058400,44.1,24,0.18897959183673468,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL11B_MS2024.mat,infant-directed,WEL11,
52,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/ACO05B.wav,ACO05B,Spanish,1,1,352800,44.1,8,0.013219954648526077,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/ACO05B_MS2024.mat,infant-directed,ACO05,F
53,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL13D.wav,WEL13D,English-NZ,1,1,1058400,44.1,24,0.34113378684807255,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL13D_MS2024.mat,adult-directed,WEL13,
54,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ13B.wav,BEJ13B,Mandarin-China,1,1,176400,44.1,4,0.11968253968253968,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ13B_MS2024.mat,infant-directed,BEJ13,F
55,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ04D.wav,BEJ04D,Mandarin-China,1,1,529200,44.1,12,0.529501133786848,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ04D_MS2024.mat,adult-directed,BEJ04,F
56,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TUR17D.wav,TUR17D,Finnish/Swedish,1,1,1058400,44.1,24,0.05442176870748299,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TUR17D_MS2024.mat,adult-directed,TUR17,
57,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL04B.wav,WEL04B,English-NZ,1,1,705600,44.1,16,0.03219954648526077,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL04B_MS2024.mat,infant-directed,WEL04,
58,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA11B.wav,SPA11B,Quechua/Achuar,1,1,882000,44.1,20,0.0022448979591836735,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA11B_MS2024.mat,infant-directed,SPA11,F
59,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/PNG01D.wav,PNG01D,Enga,1,1,882000,44.1,20,0.5634013605442176,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/PNG01D_MS2024.mat,adult-directed,PNG01,F
60,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD01D.wav,USD01D,English-US,1,1,705600,44.1,16,0.707687074829932,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD01D_MS2024.mat,adult-directed,USD01,F
61,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MBE15D.wav,MBE15D,Mbendjele,1,1,1058400,44.1,24,0.7670748299319727,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MBE15D_MS2024.mat,adult-directed,MBE15,F
62,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN03B.wav,JEN03B,Kannada,1,1,176400,44.1,4,0.04639455782312925,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN03B_MS2024.mat,infant-directed,JEN03,F
63,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR32D.wav,TOR32D,English-Canada,1,1,2293200,44.1,52,0.03979591836734694,52,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR32D_MS2024.mat,adult-directed,TOR32,
64,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE05B.WAV,QUE05B,Spanish,1,1,176400,44.1,4,0.07054421768707483,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE05B_MS2024.mat,infant-directed,QUE05,F
65,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA13D.wav,NYA13D,Nyangatom,1,1,176400,44.1,4,0.011337868480725623,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA13D_MS2024.mat,adult-directed,NYA13,F
66,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN14D.wav,JEN14D,Kannada,1,1,529200,44.1,12,0.5724489795918367,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN14D_MS2024.mat,adult-directed,JEN14,F
67,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR25B.wav,TOR25B,English-Canada,1,1,882000,44.1,20,0.004580498866213152,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR25B_MS2024.mat,infant-directed,TOR25,
68,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/QUE12D.wav,QUE12D,Spanish,1,1,176400,44.1,4,0.015238095238095238,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/QUE12D_MS2024.mat,adult-directed,QUE12,F
69,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/HAD06D.wav,HAD06D,Hadza,1,1,1587600,44.1,36,0.08768707482993197,36,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/HAD06D_MS2024.mat,adult-directed,HAD06,F
70,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/NYA04B.wav,NYA04B,Nyangatom,1,1,882000,44.1,20,0.13519274376417234,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/NYA04B_MS2024.mat,infant-directed,NYA04,F
71,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/SPA06D.wav,SPA06D,Quechua/Achuar,1,1,882000,44.1,20,0.006235827664399093,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/SPA06D_MS2024.mat,adult-directed,SPA06,F
72,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR42D.wav,TOR42D,English-Canada,1,1,882000,44.1,20,0.03977324263038549,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR42D_MS2024.mat,adult-directed,TOR42,
73,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/USD16B.wav,USD16B,English-US,1,1,176400,44.1,4,0.005442176870748299,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/USD16B_MS2024.mat,infant-directed,USD16,F
74,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN16B.wav,VAN16B,Bislama,1,1,705600,44.1,16,0.11739229024943311,16,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN16B_MS2024.mat,infant-directed,VAN16,F
75,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/KRA05B.wav,KRA05B,Polish,1,1,882000,44.1,20,0.2124716553287982,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/KRA05B_MS2024.mat,infant-directed,KRA05,F
76,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL51D.wav,WEL51D,English-NZ,1,1,882000,44.1,20,0.09850340136054422,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL51D_MS2024.mat,adult-directed,WEL51,M
77,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TSI11D.wav,TSI11D,Tsimane,1,1,1234800,44.1,28,0.8994557823129252,28,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TSI11D_MS2024.mat,adult-directed,TSI11,
78,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM11D.wav,LIM11D,Polish,1,1,1411200,44.1,32,0.12902494331065759,32,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM11D_MS2024.mat,adult-directed,LIM11,F
79,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES07B.wav,MES07B,Spanish,1,1,176400,44.1,4,0.004353741496598639,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES07B_MS2024.mat,infant-directed,MES07,F
80,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL36B.wav,WEL36B,English-NZ,1,1,1058400,44.1,24,0.008979591836734694,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL36B_MS2024.mat,infant-directed,WEL36,
81,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/TOR39B.wav,TOR39B,English-Canada,1,1,882000,44.1,20,0.0054875283446712015,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/TOR39B_MS2024.mat,infant-directed,TOR39,
82,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/JEN08D.wav,JEN08D,Kannada,1,1,1058400,44.1,24,0.034784580498866215,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/JEN08D_MS2024.mat,adult-directed,JEN08,
83,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/LIM06B.wav,LIM06B,Polish,1,1,882000,44.1,20,0.40757369614512473,20,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/LIM06B_MS2024.mat,infant-directed,LIM06,F
84,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MES10D.wav,MES10D,Spanish,1,1,352800,44.1,8,0.0012471655328798186,8,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MES10D_MS2024.mat,adult-directed,MES10,F
85,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/WEL21D.wav,WEL21D,English-NZ,1,1,1058400,44.1,24,0.05678004535147392,24,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/WEL21D_MS2024.mat,adult-directed,WEL21,
86,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/VAN01D.wav,VAN01D,Bislama,1,1,1587600,44.1,36,0.08333333333333333,36,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/VAN01D_MS2024.mat,adult-directed,VAN01,F
87,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/BEJ21B.wav,BEJ21B,Mandarin-China,1,1,529200,44.1,12,0.2381859410430839,12,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/BEJ21B_MS2024.mat,infant-directed,BEJ21,M
88,data/speechCorp/HiltonMoser2022_speech/IDS-corpus-raw_BD/MBE09D.wav,MBE09D,Mbendjele,1,1,176400,44.1,4,0.4873015873015873,4,HiltonMoser2022_speech,STM_output/MATs/speech_mat_wl4_HiltonMoser2022_speech/MBE09D_MS2024.mat,adult-directed,MBE09,F
